,Date_of_Journey,Route,Dep_Time,Arrival_Time,Duration,Additional_Info,Price,Airline_en,Source_en,Destination_en,Route_en,Additional_Info_en,Total_Stops_en,Duration_en,Dep_Time_Full,Arr_Time_Full,Date_of_Journey_Timestamp,Date_of_Journey_Dayname,Date_of_Journey_Dayname_en,Weekday_vs_Weekend,Departure_Hour,Departure_Minute,Arrival_Hour,Arrival_Minute,Part_of_Day,Part_of_Day_en,Airline_Air Asia,Airline_Air India,Airline_GoAir,Airline_IndiGo,Airline_Jet Airways,Airline_Jet Airways Business,Airline_Multiple carriers,Airline_Multiple carriers Premium economy,Airline_SpiceJet,Airline_Trujet,Airline_Vistara,Airline_Vistara Premium economy,Source_Banglore,Source_Chennai,Source_Delhi,Source_Kolkata,Source_Mumbai,Destination_Banglore,Destination_Cochin,Destination_Delhi,Destination_Hyderabad,Destination_Kolkata,Destination_New Delhi,Total_Stops_1 stop,Total_Stops_2 stops,Total_Stops_3 stops,Total_Stops_4 stops,Total_Stops_non-stop
10421,2019-05-12,CCU → BOM → BLR,16:30,22:35,6h 5m,In-flight meal not included,10844,4,3,0,66,5,0,365,2019-05-12 16:30:00,2019-05-12 22:35:00,1557619200.0,Sunday,3,0,16,30,22,35,Afternoon,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
10422,2019-06-24,DEL → HYD → COK,07:05,16:10,9h 5m,Null,9856,6,2,1,111,7,0,545,2019-06-24 07:05:00,2019-06-24 16:10:00,1561334400.0,Monday,1,1,7,5,16,10,Morning,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
10423,2019-04-09,BLR → DEL,04:00,06:50,2h 50m,Null,3943,3,0,2,18,7,4,170,2019-04-09 04:00:00,2019-04-09 06:50:00,1554768000.0,Tuesday,5,1,4,0,6,50,Night,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10424,2019-03-03,BLR → BOM → AMD → DEL,17:25,08:45 07 Mar,15h 20m,Null,11570,1,0,5,3,7,1,920,2019-03-03 17:25:00,2019-07-03 08:45:00,1551571200.0,Sunday,3,0,17,25,8,45,Evening,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
10425,2019-04-12,CCU → BLR,19:55,22:25,2h 30m,Null,4409,0,3,0,64,7,4,150,2019-04-12 19:55:00,2019-04-12 22:25:00,1555027200.0,Friday,0,1,19,55,22,25,Evening,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
10426,2019-06-01,DEL → COK,14:10,17:10,3h,Null,6934,1,2,1,106,7,4,180,2019-06-01 14:10:00,2019-06-01 17:10:00,1559347200.0,Saturday,2,0,14,10,17,10,Afternoon,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
10427,2019-03-12,BLR → BOM → DEL,22:55,10:25 13 Mar,11h 30m,Null,13817,4,0,5,5,7,0,690,2019-03-12 22:55:00,2019-03-13 10:25:00,1552348800.0,Tuesday,5,1,22,55,10,25,Night,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
10428,2019-05-09,CCU → DEL → BLR,09:35,09:45 10 May,24h 10m,Null,12121,4,3,0,73,7,0,1450,2019-05-09 09:35:00,2019-10-05 09:45:00,1557360000.0,Thursday,4,1,9,35,9,45,Morning,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
10429,2019-06-18,CCU → BLR,17:15,19:50,2h 35m,Null,4804,3,3,0,64,7,4,155,2019-06-18 17:15:00,2019-06-18 19:50:00,1560816000.0,Tuesday,5,1,17,15,19,50,Evening,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
10430,2019-06-12,BLR → DEL,08:20,11:20,3h,In-flight meal not included,5769,4,0,2,18,5,4,180,2019-06-12 08:20:00,2019-06-12 11:20:00,1560297600.0,Wednesday,6,1,8,20,11,20,Morning,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10431,2019-05-18,CCU → BLR,14:55,17:25,2h 30m,Null,4174,8,3,0,64,7,4,150,2019-05-18 14:55:00,2019-05-18 17:25:00,1558137600.0,Saturday,2,0,14,55,17,25,Afternoon,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
10432,2019-03-24,BLR → DEL,09:35,12:30,2h 55m,Null,6309,8,0,5,18,7,4,175,2019-03-24 09:35:00,2019-03-24 12:30:00,1553385600.0,Sunday,3,0,9,35,12,30,Morning,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
10433,2019-05-18,BOM → HYD,05:45,07:15,1h 30m,No check-in baggage included,1965,8,4,3,48,6,4,90,2019-05-18 05:45:00,2019-05-18 07:15:00,1558137600.0,Saturday,2,0,5,45,7,15,Morning,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
10434,2019-05-27,DEL → BOM → COK,07:05,21:00,13h 55m,In-flight meal not included,10406,6,2,1,104,5,0,835,2019-05-27 07:05:00,2019-05-27 21:00:00,1558915200.0,Monday,1,1,7,5,21,0,Morning,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
10435,2019-05-12,CCU → BBI → BLR,09:10,13:15,4h 5m,Null,8996,1,3,0,60,7,0,245,2019-05-12 09:10:00,2019-05-12 13:15:00,1557619200.0,Sunday,3,0,9,10,13,15,Morning,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
10436,2019-05-01,CCU → BOM → BLR,08:25,18:15,9h 50m,In-flight meal not included,10844,4,3,0,66,5,0,590,2019-05-01 08:25:00,2019-05-01 18:15:00,1556668800.0,Wednesday,6,1,8,25,18,15,Morning,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
10437,2019-06-27,DEL → BOM → COK,18:15,01:30 28 Jun,7h 15m,Null,13377,6,2,1,104,7,0,435,2019-06-27 18:15:00,2019-06-28 01:30:00,1561593600.0,Thursday,4,1,18,15,1,30,Evening,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
10438,2019-05-01,CCU → KNU → BLR,11:35,18:50,7h 15m,Null,8479,8,3,0,89,7,0,435,2019-05-01 11:35:00,2019-05-01 18:50:00,1556668800.0,Wednesday,6,1,11,35,18,50,Morning,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
10439,2019-03-01,BLR → BOM → DEL,18:40,09:00 02 Mar,14h 20m,Null,31825,4,0,5,5,7,0,860,2019-03-01 18:40:00,2019-02-03 09:00:00,1551398400.0,Friday,0,1,18,40,9,0,Evening,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
10440,2019-03-24,BLR → DEL,20:55,23:50,2h 55m,Null,5706,2,0,5,18,7,4,175,2019-03-24 20:55:00,2019-03-24 23:50:00,1553385600.0,Sunday,3,0,20,55,23,50,Evening,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
10441,2019-03-18,BLR → BOM → DEL,11:40,08:15 16 Mar,20h 35m,Null,12284,4,0,5,5,7,0,1235,2019-03-18 11:40:00,2019-03-16 08:15:00,1552867200.0,Monday,1,1,11,40,8,15,Morning,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
10442,2019-04-24,BLR → DEL,08:20,11:20,3h,In-flight meal not included,4544,4,0,2,18,5,4,180,2019-04-24 08:20:00,2019-04-24 11:20:00,1556064000.0,Wednesday,6,1,8,20,11,20,Morning,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10443,2019-03-27,DEL → BOM → COK,11:30,18:50,7h 20m,In-flight meal not included,6017,4,2,1,104,5,0,440,2019-03-27 11:30:00,2019-03-27 18:50:00,1553644800.0,Wednesday,6,1,11,30,18,50,Morning,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
10444,2019-05-21,CCU → BOM → BLR,08:25,16:20,7h 55m,Null,14781,4,3,0,66,7,0,475,2019-05-21 08:25:00,2019-05-21 16:20:00,1558396800.0,Tuesday,5,1,8,25,16,20,Morning,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
10445,2019-06-06,DEL → JDH → BOM → COK,12:55,19:15 07 Jun,30h 20m,Null,12646,1,2,1,117,7,1,1820,2019-06-06 12:55:00,2019-07-06 19:15:00,1559779200.0,Thursday,4,1,12,55,19,15,Afternoon,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
10446,2019-06-09,MAA → CCU,11:35,14:00,2h 25m,Null,3858,3,1,4,127,7,4,145,2019-06-09 11:35:00,2019-06-09 14:00:00,1560038400.0,Sunday,3,0,11,35,14,0,Morning,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
10447,2019-04-01,DEL → BLR → COK,17:55,22:50,4h 55m,Null,4957,8,2,1,103,7,0,295,2019-04-01 17:55:00,2019-04-01 22:50:00,1554076800.0,Monday,1,1,17,55,22,50,Evening,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
10448,2019-06-24,DEL → BOM → COK,17:30,12:35 25 Jun,19h 5m,In-flight meal not included,10262,4,2,1,104,5,0,1145,2019-06-24 17:30:00,2019-06-25 12:35:00,1561334400.0,Monday,1,1,17,30,12,35,Evening,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
10449,2019-03-24,CCU → BOM → BLR,19:45,23:25 25 Mar,27h 40m,In-flight meal not included,10031,4,3,0,66,5,0,1660,2019-03-24 19:45:00,2019-03-25 23:25:00,1553385600.0,Sunday,3,0,19,45,23,25,Evening,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
10450,2019-05-12,CCU → BOM → BLR,18:55,09:20 13 May,14h 25m,Null,14388,4,3,0,66,7,0,865,2019-05-12 18:55:00,2019-05-13 09:20:00,1557619200.0,Sunday,3,0,18,55,9,20,Evening,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
10451,2019-05-15,CCU → BOM → BLR,18:55,22:35 16 May,27h 40m,In-flight meal not included,10844,4,3,0,66,5,0,1660,2019-05-15 18:55:00,2019-05-16 22:35:00,1557878400.0,Wednesday,6,1,18,55,22,35,Evening,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
10452,2019-03-27,DEL → AMD → BOM → COK,19:10,19:45 28 Mar,24h 35m,In-flight meal not included,8882,4,2,1,97,5,1,1475,2019-03-27 19:10:00,2019-03-28 19:45:00,1553644800.0,Wednesday,6,1,19,10,19,45,Evening,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
10453,2019-06-24,DEL → JAI → BOM → COK,09:40,12:35 25 Jun,26h 55m,Null,13014,4,2,1,116,7,1,1615,2019-06-24 09:40:00,2019-06-25 12:35:00,1561334400.0,Monday,1,1,9,40,12,35,Morning,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
10454,2019-06-06,CCU → BOM → BLR,09:25,18:30,9h 5m,Null,8366,1,3,0,66,7,0,545,2019-06-06 09:25:00,2019-06-06 18:30:00,1559779200.0,Thursday,4,1,9,25,18,30,Morning,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
10455,2019-06-01,DEL → COK,14:25,17:40,3h 15m,Null,6015,3,2,1,106,7,4,195,2019-06-01 14:25:00,2019-06-01 17:40:00,1559347200.0,Saturday,2,0,14,25,17,40,Afternoon,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
10456,2019-03-06,DEL → AMD → BOM → COK,19:10,18:50 08 Mar,47h 40m,Null,20694,4,2,1,97,7,1,2860,2019-03-06 19:10:00,2019-08-03 18:50:00,1551830400.0,Wednesday,6,1,19,10,18,50,Evening,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
10457,2019-03-03,DEL → BOM → COK,07:05,18:50,11h 45m,Null,17024,4,2,1,104,7,0,705,2019-03-03 07:05:00,2019-03-03 18:50:00,1551571200.0,Sunday,3,0,7,5,18,50,Morning,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
10458,2019-03-01,DEL → HYD → COK,14:35,22:20,7h 45m,Null,14762,6,2,1,111,7,0,465,2019-03-01 14:35:00,2019-03-01 22:20:00,1551398400.0,Friday,0,1,14,35,22,20,Afternoon,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
10459,2019-05-01,BOM → HYD,06:20,07:40,1h 20m,Null,3625,1,4,3,48,7,4,80,2019-05-01 06:20:00,2019-05-01 07:40:00,1556668800.0,Wednesday,6,1,6,20,7,40,Morning,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
10460,2019-03-18,BOM → HYD,20:05,21:35,1h 30m,Null,2227,3,4,3,48,7,4,90,2019-03-18 20:05:00,2019-03-18 21:35:00,1552867200.0,Monday,1,1,20,5,21,35,Evening,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
10461,2019-04-24,CCU → BLR,09:35,12:20,2h 45m,Null,4804,3,3,0,64,7,4,165,2019-04-24 09:35:00,2019-04-24 12:20:00,1556064000.0,Wednesday,6,1,9,35,12,20,Morning,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
10462,2019-06-09,BOM → HYD,02:55,04:20,1h 25m,Null,5678,4,4,3,48,7,4,85,2019-06-09 02:55:00,2019-06-09 04:20:00,1560038400.0,Sunday,3,0,2,55,4,20,Night,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
10463,2019-03-24,BOM → HYD,07:10,08:35,1h 25m,In-flight meal not included,2470,4,4,3,48,5,4,85,2019-03-24 07:10:00,2019-03-24 08:35:00,1553385600.0,Sunday,3,0,7,10,8,35,Morning,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
10464,2019-03-18,BLR → BOM → DEL,11:40,18:25,6h 45m,Null,12284,4,0,5,5,7,0,405,2019-03-18 11:40:00,2019-03-18 18:25:00,1552867200.0,Monday,1,1,11,40,18,25,Morning,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
10465,2019-06-12,BLR → DEL,22:10,01:00 13 Jun,2h 50m,Null,3419,3,0,2,18,7,4,170,2019-06-12 22:10:00,2019-06-13 01:00:00,1560297600.0,Wednesday,6,1,22,10,1,0,Night,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10466,2019-03-21,DEL → BOM → COK,15:00,04:25 22 Mar,13h 25m,Null,12767,4,2,1,104,7,0,805,2019-03-21 15:00:00,2019-03-22 04:25:00,1553126400.0,Thursday,4,1,15,0,4,25,Afternoon,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
10467,2019-05-18,BLR → DEL,21:00,23:50,2h 50m,Null,4668,10,0,2,18,7,4,170,2019-05-18 21:00:00,2019-05-18 23:50:00,1558137600.0,Saturday,2,0,21,0,23,50,Night,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10468,2019-05-15,BLR → DEL,21:10,00:05 16 May,2h 55m,Null,3625,8,0,2,18,7,4,175,2019-05-15 21:10:00,2019-05-16 00:05:00,1557878400.0,Wednesday,6,1,21,10,0,5,Night,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10469,2019-05-27,MAA → CCU,09:45,12:00,2h 15m,Null,3597,8,1,4,127,7,4,135,2019-05-27 09:45:00,2019-05-27 12:00:00,1558915200.0,Monday,1,1,9,45,12,0,Morning,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
10470,2019-04-21,CCU → BLR,15:15,17:45,2h 30m,Null,5224,3,3,0,64,7,4,150,2019-04-21 15:15:00,2019-04-21 17:45:00,1555804800.0,Sunday,3,0,15,15,17,45,Afternoon,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
10471,2019-06-15,DEL → BLR → COK,17:05,22:25,5h 20m,Null,6147,3,2,1,103,7,0,320,2019-06-15 17:05:00,2019-06-15 22:25:00,1560556800.0,Saturday,2,0,17,5,22,25,Evening,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
10472,2019-06-18,BLR → DEL,15:50,18:45,2h 55m,Null,8016,4,0,2,18,7,4,175,2019-06-18 15:50:00,2019-06-18 18:45:00,1560816000.0,Tuesday,5,1,15,50,18,45,Afternoon,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10473,2019-05-01,CCU → BBI → BOM → BLR,12:00,11:10 02 May,23h 10m,Null,11148,1,3,0,61,7,1,1390,2019-05-01 12:00:00,2019-02-05 11:10:00,1556668800.0,Wednesday,6,1,12,0,11,10,Afternoon,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
10474,2019-06-15,DEL → NAG → BOM → COK,14:35,04:25 16 Jun,13h 50m,Null,13376,4,2,1,122,7,1,830,2019-06-15 14:35:00,2019-06-16 04:25:00,1560556800.0,Saturday,2,0,14,35,4,25,Afternoon,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
10475,2019-06-12,DEL → LKO → BOM → COK,18:30,19:15 13 Jun,24h 45m,Null,12488,1,2,1,118,7,1,1485,2019-06-12 18:30:00,2019-06-13 19:15:00,1560297600.0,Wednesday,6,1,18,30,19,15,Evening,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
10476,2019-03-21,DEL → BOM → COK,15:00,04:25 22 Mar,13h 25m,In-flight meal not included,6017,4,2,1,104,5,0,805,2019-03-21 15:00:00,2019-03-22 04:25:00,1553126400.0,Thursday,4,1,15,0,4,25,Afternoon,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
10477,2019-06-15,BLR → DEL,08:30,11:20,2h 50m,Null,4823,3,0,2,18,7,4,170,2019-06-15 08:30:00,2019-06-15 11:20:00,1560556800.0,Saturday,2,0,8,30,11,20,Morning,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10478,2019-03-21,DEL → MAA → COK,09:45,09:25 22 Mar,23h 40m,Null,7532,1,2,1,121,7,0,1420,2019-03-21 09:45:00,2019-03-22 09:25:00,1553126400.0,Thursday,4,1,9,45,9,25,Morning,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
10479,2019-06-09,CCU → BOM → GOI → BLR,09:25,05:35 10 Jun,20h 10m,Null,11432,1,3,0,68,7,1,1210,2019-06-09 09:25:00,2019-10-06 05:35:00,1560038400.0,Sunday,3,0,9,25,5,35,Morning,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
10480,2019-06-06,BLR → DEL,19:30,22:15,2h 45m,Null,5088,10,0,2,18,7,4,165,2019-06-06 19:30:00,2019-06-06 22:15:00,1559779200.0,Thursday,4,1,19,30,22,15,Evening,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10481,2019-03-27,DEL → MAA → COK,06:10,11:20,5h 10m,Null,5351,8,2,1,121,7,0,310,2019-03-27 06:10:00,2019-03-27 11:20:00,1553644800.0,Wednesday,6,1,6,10,11,20,Morning,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
10482,2019-06-12,CCU → DEL → BLR,07:10,23:25,16h 15m,Null,8610,10,3,0,73,7,0,975,2019-06-12 07:10:00,2019-06-12 23:25:00,1560297600.0,Wednesday,6,1,7,10,23,25,Morning,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
10483,2019-03-06,DEL → BHO → BOM → COK,05:40,04:25 07 Mar,22h 45m,In-flight meal not included,17271,4,2,1,102,5,1,1365,2019-03-06 05:40:00,2019-07-03 04:25:00,1551830400.0,Wednesday,6,1,5,40,4,25,Morning,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
10484,2019-05-21,CCU → DEL → BLR,17:00,14:25 22 May,21h 25m,In-flight meal not included,9314,4,3,0,73,5,0,1285,2019-05-21 17:00:00,2019-05-22 14:25:00,1558396800.0,Tuesday,5,1,17,0,14,25,Evening,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
10485,2019-03-27,CCU → BLR,22:20,00:40 28 Mar,2h 20m,Null,3847,8,3,0,64,7,4,140,2019-03-27 22:20:00,2019-03-28 00:40:00,1553644800.0,Wednesday,6,1,22,20,0,40,Night,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
10486,2019-05-15,DEL → BOM → COK,09:00,19:15,10h 15m,Null,8372,1,2,1,104,7,0,615,2019-05-15 09:00:00,2019-05-15 19:15:00,1557878400.0,Wednesday,6,1,9,0,19,15,Morning,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
10487,2019-06-15,DEL → BOM → COK,10:35,19:00,8h 25m,Null,10877,6,2,1,104,7,0,505,2019-06-15 10:35:00,2019-06-15 19:00:00,1560556800.0,Saturday,2,0,10,35,19,0,Morning,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
10488,2019-05-12,BLR → DEL,09:30,12:20,2h 50m,Null,4423,8,0,2,18,7,4,170,2019-05-12 09:30:00,2019-05-12 12:20:00,1557619200.0,Sunday,3,0,9,30,12,20,Morning,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10489,2019-03-15,MAA → CCU,22:05,00:30 13 Mar,2h 25m,Null,6297,3,1,4,127,7,4,145,2019-03-15 22:05:00,2019-03-13 00:30:00,1552608000.0,Friday,0,1,22,5,0,30,Night,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
10490,2019-06-27,DEL → COK,14:40,17:50,3h 10m,Null,6216,10,2,1,106,7,4,190,2019-06-27 14:40:00,2019-06-27 17:50:00,1561593600.0,Thursday,4,1,14,40,17,50,Afternoon,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
10491,2019-06-06,DEL → BOM → COK,10:00,21:00,11h,Null,7933,6,2,1,104,7,0,660,2019-06-06 10:00:00,2019-06-06 21:00:00,1559779200.0,Thursday,4,1,10,0,21,0,Morning,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
10492,2019-06-15,DEL → BOM → COK,04:55,12:35,7h 40m,Null,10678,6,2,1,104,7,0,460,2019-06-15 04:55:00,2019-06-15 12:35:00,1560556800.0,Saturday,2,0,4,55,12,35,Night,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
10493,2019-03-18,BOM → HYD,22:45,00:10 19 Mar,1h 25m,Null,2017,8,4,3,48,7,4,85,2019-03-18 22:45:00,2019-03-19 00:10:00,1552867200.0,Monday,1,1,22,45,0,10,Night,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
10494,2019-06-18,DEL → COK,14:20,17:35,3h 15m,Null,5000,3,2,1,106,7,4,195,2019-06-18 14:20:00,2019-06-18 17:35:00,1560816000.0,Tuesday,5,1,14,20,17,35,Afternoon,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
10495,2019-03-09,DEL → BHO → BOM → COK,05:55,19:15,13h 20m,Null,18736,1,2,1,102,7,1,800,2019-03-09 05:55:00,2019-03-09 19:15:00,1552089600.0,Saturday,2,0,5,55,19,15,Morning,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
10496,2019-05-01,BLR → DEL,07:10,10:10,3h,In-flight meal not included,4030,4,0,2,18,5,4,180,2019-05-01 07:10:00,2019-05-01 10:10:00,1556668800.0,Wednesday,6,1,7,10,10,10,Morning,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10497,2019-05-18,DEL → JAI → BOM → COK,19:30,12:35 19 May,17h 5m,In-flight meal not included,10368,4,2,1,116,5,1,1025,2019-05-18 19:30:00,2019-05-19 12:35:00,1558137600.0,Saturday,2,0,19,30,12,35,Evening,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
10498,2019-05-06,CCU → BOM → BLR,16:30,09:20 07 May,16h 50m,In-flight meal not included,9663,4,3,0,66,5,0,1010,2019-05-06 16:30:00,2019-07-05 09:20:00,1557100800.0,Monday,1,1,16,30,9,20,Afternoon,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
10499,2019-04-15,BLR → DEL,19:30,22:15,2h 45m,Null,5613,10,0,2,18,7,4,165,2019-04-15 19:30:00,2019-04-15 22:15:00,1555286400.0,Monday,1,1,19,30,22,15,Evening,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
